CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,MUSCLE,BUCCAL_CAVITY,BODY_CAVITY,MONO.GYRO.PECTORALFIN,TREM.FIM.PECTORALFIN,COPE.LERN.PELVICFIN,MONO.GYRO.PELVICFIN,COPE.IMLER.ANALFIN,COPE.LERN.ANALFIN,MONO.GYRO.ANALFIN,TREM.FIM.CAUDALFIN,TREM.META.UNK.CAUDALFIN,MONO.GYRO.CAUDALFIN,CYST.UNK.CAUDALFIN,MONO.GYRO.DORSALFIN,GONAD,TREM.DIPLO.LIVER,TREM.D.LIVER,TREM.GOLD.LIVER,KIDNEY,TREM.DIPLO.EYE,TREM.EM.EYE,HEART,STOMACH,TREM.D.CONN,TREM.DIPLO.CONN,TREM.L.CONN,TREM.B.CONN,TREM.GOLD.CONN,TREM.UNK.CONN,NEM.CL.INT,NEMA.UNK.INT,MYXO.SUSP.GILL,CYST.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.B.GILL,META.UNK.GILL,GALL_BLADDER,MONO.GYRO.FLUSH,TREM.DLUM.FLUSH,TREM.META.UNK.FLUSH,TREM.B.FLUSH,TREM.D.FLUSH,TREM.DIPLO.FLUSH,TREM.UNK.FLUSH,TREM.L.FLUSH,TREM.RIDGE.FLUSH,COPE.LERN.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Box Number,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Box Number,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Label:fishID,P3_label:Parasites_Code,P3 Box Number,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4_Label:fishID,P4_label:Parasites_Code,P4 Box_number,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5_Label:fishID,P5_label:Parasites_Code,P5 Box Number,P5 Notes
MSB:Fish:4987,MSB 4987-5,Hybognathus amarus,1977,7,6,JAR8788F,JG,07-01-2025,07-01-2025,40,33,672,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4987-5,Hybognathus amarus,JAR8788F,Myxozoan unknown sp.,3,GC,GC,Myxo spore,Gill,70% etoh,P6L1A,MSB 4987-5,MYXO.B.GILL,3,,Diplostomatidae,27,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L19,MSB 4987-5,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1154,MSB 1154-2,Hybognathus amarus,1949,10,21,JAR8773F,EO,06-30-2025,07-01-2025,66,52,2229,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1154-2,Hybognathus amarus,JAR8773F,Dactylogyrus,6,KL,KL,NA,Gill,70% etoh,P6L0Y,MSB 1154-2,MONO.DACT.GILL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7788,MSB 7788-4,Hybognathus amarus,2988,5,25,JAR8764F,BP,06-30-2025,07-01-2025,56,45,1819,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 7788-4,Hybognathus amarus,JAR8764F,Diplostomatidae,2,BP,BP,Metacercariae,Connective tissue,70% etoh,P6JYX,MSB 7788-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4206,MSB 4206-2,Hybognathus amarus,1978,9,8,JAR8850F,EO,07-01-2025,07-01-2025,40,31,665,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4206-2,Hybognathus amarus,JAR8850F,Diplostomatidae,2,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1Y,MSB 4206-2,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4206,MSB 4206-4,Hybognathus amarus,1978,9,8,JAR8852F,EO,07-01-2025,07-01-2025,37,29,503,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4206-4,Hybognathus amarus,JAR8852F,Diplostomatidae,2,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L18,MSB 4206-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7788,MSB 7788-1,Hybognathus amarus,1988,5,25,JAR8763F,EO,06-30-2025,07-01-2025,64,51,2418,KL,NA,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4432,MSB 4432-1,Hybognathus amarus,1978,9,8,JAR8759F,BP,06-30-2025,07-01-2025,39,30,568,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,4,0,0,0,0,,MSB 4432-1,Hybognathus amarus,JAR8759F,Diplostomatidae,1,JG,JG,Metacercariae,Eye,70% etoh,P6L0M,MSB 4432-1,TREM.DIPLO.EYE,4,,Diplostomatidae,4,JG,JG,Metacercariae,Flush,70% etoh,P6L0P,MSB 4432-1,TREM.DIPLO.FLUSH,4,1 found on the anal fin,Diplostomatidae,39,JG,JG,Metacercariae,Connective tissue,70% etoh,P6L0O,MSB 4432-1,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1160,MSB 1160-3,Hybognathus amarus,1939,1,28,JAR8784F,JG,07-01-2025,07-01-2025,51,42,1253,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1160-3,Hybognathus amarus,JAR8784F,Dactylogyrus,1,CW,CW,Adult,Gill,70% etoh,P6L0X,MSB 1160-3,MONO.DACT.GILL,4,,Diplostomatidae,20,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1W,MSB 1160-3,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7788,MSB 7788-3,Hybognathus amarus,1988,5,25,JAR8767F,EO,06-30-2025,07-01-2025,69,55,3017,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 7788-3,Hybognathus amarus,JAR8767F,Diplostomatidae,1,KL,KL,NA,Connective tissue,70% etoh,P6L0Z,MSB 7788-3,TREM.DIPLO.CONN,4,,Digenea,1,KL,KL,NA,Connective tissue,70% etoh,P6L10,MSB 7788-3,TREM.L.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4206,MSB 4206-5,Hybognathus amarus,1978,9,8,JAR8854F,EO,07-01-2025,07-01-2025,36,29,433,JG KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4206-5,Hybognathus amarus,JAR8854F,Digenea ,1,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L11,MSB 4206-5,TREM.B.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1160,MSB 1160-5,Hybognathus amarus,1939,1,28,JAR8782F,EO,07-01-2025,07-01-2025,51,40,1021,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1160-5,Hybognathus amarus,JAR8782F,Dactylogyrus sp. 1,1,GC,GC,Adult,Gill,70% etoh,P6L17,MSB 1160-5,MONO.DACT.GILL,4,,Diplostomatidae,34,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L16,MSB 1160-5,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68501,MSB 68501-1,Hybognathus amarus,1984,8,15,JAR8786F,JG,07-01-2025,07-01-2025,35,26,349,GC,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4206,MSB 4206-3,Hybognathus amarus,1978,9,8,JAR8847F,EO,07-01-2025,07-01-2025,39,30,567,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4206-3,Hybognathus amarus,JAR8847F,Diplostomatidae,10,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L1Z,MSB 4206-3,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4206,MSB 4206-1,Hybognathus amarus,1978,9,8,JAR8848F,EO,07-01-2025,07-01-2025,43,33,739,JG KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4206-1,Hybognathus amarus,JAR8848F,Diplostomatidae,5,JG KL,JG KL,Metacercariae,Connective tissue,70% etoh,P6L2Q,MSB 4206-1,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4987,MSB 4987-4,Hybognathus amarus,1977,7,6,JAR8853F,EO,07-01-2025,07-01-2025,47,37,1163,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 4987-4,Hybognathus amarus,JAR8853F,Diplostomatidae,3,BP,BP,Metacercariae,Connective tissue,70% etoh,P6L20,MSB 4987-4,TREM.DIPLO.CONN,4,,Digenea,1,BP,BP,Metacercariae,Flush,70% etoh,P6L21,MSB 4987-4,TREM.D.FLUSH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1160,MSB 1160-4,Hybognathus amarus,1939,1,28,JAR8780F,JG,07-01-2025,07-01-2025,50,41,1020,GC,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,0,,MSB 1160-4,Hybognathus amarus,JAR8780F,Myxozoa,3,GC,GC,Myxo spore,Gill,70% etoh,P6L15,MSB 1160-4,MYXO.B.GILL,4,,Diplostomatidae,29,GC,GC,Metacercariae,Flush,70% etoh,P6L14,MSB 1160-4,TREM.DIPLO.FLUSH,4,,Diplostomatidae,15,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L13,MSB 1160-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68501,MSB 68501-4,Hybognathus amarus,1984,8,15,JAR8787F,JG,07-01-2025,07-01-2025,79,64,4731,CW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 68501-4,Hybognathus amarus,JAR8787F,Diplostomatidae,2,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L22,MSB 68501-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4987,MSB 4987-1,Hybognathus amarus,1977,7,6,JAR8849F,JG,07-01-2025,07-01-2025,52,40,1450,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4987-1,Hybognathus amarus,JAR8849F,Digenea,1,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L2R,MSB 4987-1,TREM.B.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1154,MSB 1154-1,Hybognathus amarus,1949,10,21,JAR8771F,BP,06-30-2025,07-01-2025,65,51,2430,EO GC CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One [MONO.DACT] lost in slide transfer,MSB 1154-1,Hybognathus amarus,JAR8771F,Dactylogyrus,9,EO GC CW,EO GC CW,Adult,Gill,70% etoh,P6L12,MSB 1154-1,MONO.DACT.GILL,4,,Diplostomatidae,3,EO GC CW,EO GC CW,Metacercariae,Connective tissue,70% etoh,P6L2A,MSB 1154-1,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68501,MSB 68501-2,Hybognathus amarus,1984,8,15,JAR8783F,JG,07-01-2025,07-01-2025,37,29,513,KL,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68501,MSB 68501-3,Hybognathus amarus,1984,8,15,JAR8785F,JG,07-01-2025,07-01-2025,36,29,472,KL,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68501,MSB 68501-5,Hybognathus amarus,1984,8,15,JAR8789F,JG,07-01-2025,07-01-2025,72,60,3973,CW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4987,MSB 4987-3,Hybognathus amarus,1977,7,6,JAR8851F,JG,07-01-2025,07-01-2025,47,37,1297,KL,NA,NA,"Cut fin, mold, caudal fin damaged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish4987,MSB 4987-2,Hybognathus amarus,1977,7,6,JAR8790F,EO,07-01-2025,07-01-2025,54,44,1436,JG KL,NA,NA,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,On the left side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1160,MSB 1160-2,Hybognathus amarus,1939,1,28,JAR8779,JG,07-01-2025,07-01-2025,48,38,800,EO GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MSB 1160-2,Hybognathus amarus,JAR8779F,Diplostomatidae,20,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L6U,MSB 1160-2,TREM.DIPLO.CONN,4,,Dactylogyrus,2,GC,GC,Adult,Gill,70% etoh,P6L6V,MSB 1160-2,MONO.DACT,4,one lost and not vouchered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1149,MSB 1149-1,Hybognathus amarus,1939,2,26,JAR8871F,JG,07-02-2025,07-02-2025,55,45,1360,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1149-1,Hybognathus amarus,JAR8871F,Dactylogyrus,6,GC,GC,Adult,Gill,70% etoh,P6L6T,MSB 1149-1,MONO.DACT.GILL,4,,Diplostomatidae,19,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L6S,MSB 1149-1,TREM.DIPLO.CONN,4,,Digenea,1,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L6R,MSB 1149-1,TREM.D.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19389,MSB 19389-1,Hybognathus amarus,1994,5,27,JAR8874F,JG,07-02-2025,07-02-2025,56,44,1941,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 19389-1,Hybognathus amarus,JAR8874F,?,1,JG,JG,Unknown,Gill,70% etoh,P6L6O,MSB 19389-1,CYST.UNK.GILL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19389,MSB 19389-2,Hybognathus amarus,1994,5,27,JAR8862F,EO,07-02-2025,07-02-2025,52,40,1391,KL,NA,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 19389-2,Hybognathus amarus,JAR8862F,Gyrodactylidae,1,KL,KL,Adult,Pelvic Fin,70% etoh,P6L2V,MSB 19389-2,MONO.GYRO.PELVICFIN,4,,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6L2W,MSB 19389-2,TREM.D.FLUSH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68463,MSB 68463-4,Hybognathus amarus,1984,8,15,JAR8870F,BP,07-02-2025,07-02-2025,42,34,485,CW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 68463-4,Hybognathus amarus,JAR8870F,Diplostomatidae,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L27,MSB 68463-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68463,MSB 68463-3,Hybognathus amarus,1984,8,15,JAR8868F,BP,07-02-2025,07-02-2025,36,27,313,CW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 68463-3,Hybognathus amarus,JAR8868F,DIplostomatidae,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L26,MSB 68463-3,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1149,MSB 1149-5,Hybognathus amarus,1939,2,26,JAR8872F,EO,07-02-2025,07-02-2025,76,57,3276,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[MONO.GYRO.DORSALFIN lost],MSB 1149-5,Hybognathus amarus,JAR8872F,DIplostomatidae,43,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L2S,MSB 1149-5,TREM.DIPLO.CONN,4,,Diplostomatidae,7,KL,KL,Metacercariae,Liver,70% etoh,P6L2T,MSB 1149-5,TREM.DIPLO.LIVER,4,,Dactylogyrus,19,KL,KL,Adult,Gill,70% etoh,P6L2U,MSB 1149-5,MONO.DACT.GILL,4,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5263,MSB 5263-5,Hybognathus amarus,1986,8,12,JAR8859F,BP,07-02-2025,07-02-2025,36,29,444,BP EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5263-5,Hybognathus amarus,JAR8859F,DIplostomatidae,1,EO,EO,Metacercariae,Connective tissue,70% etoh,P6L6P,MSB 5263-5,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1149,MSB 1149-4,Hybognathus amarus,1939,2,26,JAR8877F,JG,07-02-2025,07-02-2025,57,45,1435,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1149-4,Hybognathus amarus,JAR8877F,DIplostomatidae,23,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L29,MSB 1149-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5263,MSB 5263-3,Hybognathus amarus,1986,8,12,JAR8855F,BP,07-02-2025,07-02-2025,35,31,653,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,MSB 5263-3,Hybognathus amarus,JAR8855F,DIplostomatidae,1,CW,CW,Metacercariae,Flush,70% etoh,P6L23,MSB 5263-3,TREM.DIPLO.FLUSH,4,,Diplostomatidae,4,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6L24,MSB 5263-3,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19688,MSB 19688-4,Hybognathus amarus,1994,10,10,JAR8867F,BP,07-02-2025,07-02-2025,58,46,1810,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19688,MSB 19688-1,Hybognathus amarus,1994,10,10,JAR8886F,BP,07-02-2025,07-02-2025,65,51,2667,JG CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19389,MSB 19389-5,Hybognathus amarus,1994,5,27,JAR8878F,BP,07-02-2025,07-02-2025,44,35,909,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5263,MSB 5263-1,Hybognathus amarus,1986,8,12,JAR8856F,BP,07-02-2025,07-02-2025,36,29,497,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
