CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,CRUS.D.SKIN,Muscle,BUCCAL_CAVITY,BODY_CAVITY,PECTORALFIN,PELVICFIN,MONO.GYRO.ANALFIN,CYST.UNKN.CAUDALFIN,MONO.GYRO.DORSALFIN,CYST.UNK.DORSALFIN,GONAD,LIVER,KIDNEY,TREM.DIPS.EYE,HEART,STOMACH,TREM.DIPS.CONNECTIVE_TISSUE,NEM.LARV.CONNECTIVETISSUE,NEMA.L.CONNECTIVE_TISSUE,NEMA.STY.INTESTINE,NEMA.SC.INTESTINE,NEMA.UNK.INTESTINE,NEMA.LARV.INTESTINE,NEMA.MYST.INTESTINE,TREM.IZ.INTESTINE,CEST.BOTSP.INTESTINE,CEST.A.INTESTINE,MONO.SALSP.GILL,MONO.SS.GILLS,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.G.GILL,TREM.UNK.GILL,CRUS.D.GILL,PROT.CIL.GILL_PRESENCE_ABSENCE,CYST.UNK.GILL,MYXO.MXYID.GALLBLADDER(PRESENCE1_ABSENCE0),CRUS.LERSP.FLUSH,ACANTH.SPK.FLUSH,TREM.DIPS.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1 Box Number,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2 Box Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3 Box Number,P3_Label:fishID,P3_label:Parasites_Code,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4 Box_number,P4_Label:fishID,P4_label:Parasites_Code,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5 Box Number,P5_Label:fishID,P5_label:Parasites_Code,P5 Notes
MSB:Fish:4462,MSB 4462-1,Gambusia affinis,1978,6,14,JAR11541F,BP,07-15-2025,07-15-2025,27,22,205,BP,NA,NA,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MSB 4462-1,Gambusia affinis,JAR11541F,Monogenea,1,BP,BP,NA,Gill,70% etoh,P6KWI,7,MSB 4462-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:365,MSB 365-5,Gambusia affinis,1947,9,27,JAR11531F,JG,07-15-2025,07-15-2025,32,25,251,JG,NA,Arthroppod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 365-5,Gambusia affinis,JAR11531F,Nematoda,1,JG,JG,NA,Intestine,70% etoh,P6KWA,7,MSB 365-5,NEMA.UNK.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4462,MSB 4462-4,Gambusia affinis,1978,6,14,JAR11543F,BP,07-15-2025,07-15-2025,27,20,197,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7208,MSB 7208-4,Gambusia affinis,1989,11,4,JAR11512F,EO,07-14-2025,07-15-2025,37,29,482,GC,F,NA,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:438,MSB 4389-1,Gambusia affinis,1978,9,5,JAR11516F,JG,07-15-2025,07-15-2025,38,31,575,GC,NA,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:285,MSB 285-5,Gambusia affinis,1961,2,17,JAR11520F,EO,07-15-2025,07-15-2025,29,23,224,EO,F,NA,"<35.1° must be >35mm, smaller than 35mm but no other big ones in jar",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 285-5,Gambusia affinis,JAR11520F,Salsuginus sp.,3,EO,EO,Adult,Gill,70% etoh,P6KWJ,7,MSB 285-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:285,MSB 285-2,Gambusia affinis,1961,2,17,JAR11525F,BP,07-15-2025,07-15-2025,32,25,318,GC,NA,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 285-2,Gambusia affinis,JAR11525F,Salsuginus sp.,8,GC,GC,Adult,Gill,70% etoh,P6KUT,7,MSB 285-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:285,MSB 285-1,Gambusia affinis,1961,2,17,JAR11517F,EO,07-15-2025,07-15-2025,46,37,1064,KL,F,NA,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,,MSB 285-1,Gambusia affinis,JAR11517F,Salsuginus sp.,9,KL,KL,Adult,Gill,70% etoh,P6KVN,7,MSB 285-1,MONO.SALSP.GILL,,Unknown Cyst,2,KL,KL,NA,Gill,70% etoh,P6KVO,7,MSB 285-1,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9465,MSB 9465-5,Gambusia affinis,1989,2,26,JAR11533F,BP,07-15-2025,07-15-2025,39,30,778,JG,NA,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,1,0,,MSB 9465-5,Gambusia affinis,JAR11533F,Salsuginus sp.,3,JG,JG,Adult,Gill,70% etoh,P6KW7,7,MSB 9465-5,MONO.SALSP.GILL,,Diplostomulum sp.,1,JG,JG,Metacercariae,Connective Tissue,70% etoh,P6KW2,7,MSB 9465-5,TREM.DIPS.CONNECTIVETISSUE,,Diplostomulum sp.,1,JG,JG,Metacercariae,Eye,70% etoh,P6KW3,7,MSB 9465-5,TREM.DIPS.EYE,,Acanthocephalus sp.,1,JG,JG,Cystacanth,Flush,70% etoh,P6KVP,7,MSB 9465-5,ACANTH.SPK.FLUSH,,,,,,,,,,,,,
MSB:Fish:9465,MSB 9465-3,Gambusia affinis,1989,2,26,JAR11542F,BP,07-15-2025,07-15-2025,39,30,565,GC,NA,NA,1980s+ fish @ <35.1° must be > 35mm ,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 9465-3,Gambusia affinis,JAR11542F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KUU,7,MSB 9465-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4353,MSB 4353-2,Gambusia affinis,1978,9,8,JAR11100F,JG,07-16-2025,07-16-2025,29,24,212,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4353-2,Gambusia affinis,JAR11100F,Salsuginus sp.,4,GC,GC,Adult,Gill,70% etoh,P6KV1,8,MSB 4353-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:292,MSB 292-1,Gambusia affinis,1961,2,12,JAR11556F,BP,07-16-2025,07-16-2025,31,24,273,KL,M,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 292-1,Gambusia affinis,JAR11556F,Digenea,2,KL,KL,NA,Intestine,70% etoh,P6KVZ,8,MSB 292-1,TREM.IZ.INTESTINE,,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KUW,8,MSB 292-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4378,MSB 4378-3,Gambusia affinis,1978,9,23,JAR11546F,BP,07-16-2025,07-16-2025,42,32,738,KL,F,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4378-3,Gambusia affinis,JAR11546F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KV2,8,MSB 4378-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4440,MSB 4440-5,Gambusia affinis,1978,9,5,JAR11549F,BP,07-16-2025,07-16-2025,26,20,151,GC,M,NA,"<35.1° must be >35mm, none >35mm",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4440-5,Gambusia affinis,JAR11549F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KUX,8,MSB 4440-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9011,MSB 9011-4,Gambusia affinis,1990,10,28,JAR11096F,BP,07-16-2025,07-16-2025,32,23,324,GC,F,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,MSB 9011-4,Gambusia affinis,JAR11096F,Myxidium sp.,1,GC,GC,Myxo spore,Gall bladder,70% etoh,P6KV6,8,MSB 9011-4,MYXO.MYXID.GALLBLADDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9011,MSB 9011-1,Gambusia affinis,1990,10,28,JAR11099F,JG,07-16-2025,07-16-2025,36,30,481,GC,NA,NA,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,MSB 9011-1,Gambusia affinis,JAR11099F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KW0,8,MSB 9011-1,MONO.SALSP.GILL,,Myxidium sp.,1,GC,GC,Myxo spore,Gall bladder,70% etoh,P6KW1,8,MSB 9011-1,MYXO.MYXID.GALLBLADDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:292,MSB 292-4,Gambusia affinis,1961,2,12,JAR11550F,BP,07-16-2025,07-16-2025,33,25,342,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,,MSB 292-4,Gambusia affinis,JAR11550F,Salsuginus sp.,8,KL,KL,Adult,Gill,70% etoh,P6KVX,8,MSB 292-4,MONO.SALSP.GILL,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KVY,8,MSB 292-4,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9465,MSB 9465-2,Gambusia affinis,1989,2,26,JAR11537F,EO,07-15-2025,07-16-2025,47,38,1184,GC,F,NA,1980s+ fish at < 35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 9465-2,Gambusia affinis,JAR11537F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KVS,8,MSB 9465-2,MONO.SALSP.GILL,,Diplostomulum sp.,5,GC,GC,Metacercariae,Eye,70% etoh,P6KVW,8,MSB 9465-2,TREM.DIPS.EYE,,Bothriocephalus sp. ,1,GC,GC,Larval,Intestine,70% etoh,P6KUV,8,MSB 9465-2,CEST.BOTSP.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:285,MSB 285-4,Gambusia affinis,1961,2,17,JAR11530F,BP,07-15-2025,07-16-2025,34,26,419,KL,F,NA,"<35.1° must be >35mm, smaller than 35mm but no ther big ones",1,NA,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2 MONO.GYRO lost,MSB 285-4,Gambusia affinis,JAR11530F,Gyrodactylidae,2,KL,KL,Adult,"Anal fin, Dorsal fin",70% etoh,P6KVR,8,MSB 285-4,MONO.GYRO.FIN,2 lost,Crustacea,1,KL,KL,NA,Skin,70% etoh,P6KVQ,8,MSB 285-4,CRUS.D.SKIN,,Salsuginus sp.,7,KL,KL,Adult,Gill,70% etoh,P6KVT,8,MSB 285-4,MONO.SALSP.GILL,,Unknown Cyst,1,KL,KL,NA,Gill,70% etoh,P6KVV,8,MSB 285-4,CYST.UNK.GILL,,,,,,,,,,,,,
MSB:Fish:9011,MSB 9011-3,Gambusia affinis,1990,10,28,JAR11104F,JG,07-16-2025,07-16-2025,35,27,423,JG,NA,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 9011-3,Gambusia affinis,JAR11104F,Diplostomulum sp.,1,JG,JG,Metacercariae,Eye,70% etoh,P6KV0,8,MSB 9011-3,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4353,MSB 4353-4,Gambusia affinis,1978,9,8,JAR11106F,BP,07-16-2025,07-16-2025,25,19,157,BP,NA,Arthropod,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,,MSB 4353-4,Gambusia affinis,JAR11106F,Unknown Cyst,2,BP,BP,NA,Gill,70% etoh,P6KWK,8,MSB 4353-4,CYST.UNK.GILL,,Trematoda,1,BP,BP,NA,Gill,70% etoh,P6KWL,8,MSB 4353-4,TREM.UNK.GILL,,Myxidium sp. ,1,BP,BP,NA,Gall Bladder,70% etoh,P6KWM,8,MSB 4353-4,MYXO.MYXID.GALLBLADDER,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4378,MSB 4378-3,Gambusia affinis,1978,9,23,JAR11554F,JG,07-16-2025,07-16-2025,38,32,556,KL,F,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1 CYST.UNK lost,MSB 4378-4,Gambusia affinis,JAR11554F,Diplostomulum sp.,3,KL,KL,NA,Eye,70% etoh,P6KV5,8,MSB 4378-4,TREM.DIPS.EYE,,Myxidium sp.,1,KL,KL,NA,Gall Bladder,70% etoh,P6KV7,8,MSB 4378-4,MYXO.MYXID.GALLBLADDER,1 cluster,Unknown Cyst,2,KL,KL,NA,Gill,70% etoh,P6KQM,8,MSB 4378-4,CYST.UNK.GILL,1 lost,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KQL,8,MSB 4378-4,MONO.SALSP.GILL,,,,,,,,,,,,,
MSB:Fish:4440,MSB 4440-4,Gambusia affinis,1978,9,5,JAR11098F,JG,07-16-2025,07-16-2025,25,21,144,KL,M,NA,"<35.1° must be >35mm, none >35mm",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4440-4,Gambusia affinis,JAR11098F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KV4,8,MSB 4440-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:292,MSB 292-3,Gambusia affinis,1961,2,12,JAR11553F,JG,07-16-2025,07-16-2025,25,21,138,KL,M,Arthropod,Dorsal fin missing,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,,MSB 292-3,Gambusia affinis,JAR11553F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KUY,8,MSB 292-3,MONO.SALSP.GILL,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KUZ,8,MSB 292-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:292,MSB 292-2,Gambusia affinis,1961,2,12,JAR11534F,JG,07-16-2025,07-16-2025,25,20,132,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 292-2,Gambusia affinis,JAR11534F,Salsuginus sp.,2,JG,JG,Adult,Gill,70% etoh,P6KV3,8,MSB 292-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4378,MSB 4378-2,Gambusia affinis,1978,9,23,JAR11551F,BP,07-16-2025,07-16-2025,38,30,633,JG,F,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1 MONO.SALSP.lost,MSB 4378-2,Gambusia affinis,JAR11551F,Salsuginus sp.,2,JG,JG,Adult,Gill,70% etoh,P6KQK,8,MSB 43478-2,MONO.SALSP.GILL,1 lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4353,MSB 4353-5,Gambusia affinis,1978,9,8,JAR11105F,BP,07-16-2025,07-16-2025,25,20,NA,KL,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4353-5,Gambusia affinis,JAR11105F,Salsuginus sp.,3,KL,KL,Adult,Gill,70% etoh,P6KQJ,8,MSB 4353-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4378,MSB 4378-5,Gambusia affinis,1978,9,23,JAR11545F,BP,07-16-2025,07-16-2025,36,28,469,GC,F,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9011,MSB 9011-2,Gambusia affinis,1990,10,28,JAR11102F,JG,07-16-2025,07-16-2025,36,31,550,GC,NA,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4440,MSB 4440-3,Gambusia affinis,1978,9,5,JAR11095F,BP,07-16-2025,07-16-2025,27,20,205,GC,M,Arthropod,"<35.1° must be >35mm, none >35mm",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4353,MSB 4353-3,Gambusia affinis,1978,9,8,JAR11103F,JG,07-16-2025,07-16-2025,27,22,151,GC,M,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:292,MSB 292-5,Gambusia affinis,1961,2,12,JAR11547F,JG,07-16-2025,07-16-2025,25,21,167,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,NA,0,0,0,,MSB 292-5,Gambusia affinis,JAR11547F,Unknown Cyst,4,JG,JG,NA,Gill,70% etoh,P6KQH,8,MSB 292-5,CYST.UNK.GILL,,Salsuginus sp.,2,JG,JG,Adult,Gill,70% etoh,P6KQI,8,MSB 292-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:334,MSB 334-1,Gambusia affinis,1952,5,3,JAR11113F,BP,07-16-2025,07-16-2025,33,26,309,KL,NA,NA,1955 and earlier only > 40mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,,MSB 334-1,Gambusia affinis,JAR11113F,Nematoda,1,KL,KL,Larval,Connective tissue,70% etoh,P6KQG,8,MSB 334-1,NEM.LARV.CONN,,Salsuginus sp.,5,KL,KL,Adult,Gill,70% etoh,P6KQF,8,MSB 334-1,MONO.SALSP.GILL,,Monogenea,2,KL,KL,NA,Gill,70% etoh,P6KQE,8,MSB 334-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4378,MSB 4378-1,Gambusia affinis,1978,9,23,JAR11548F,BP,07-16-2025,07-16-2025,37,28,634,KL,F,NA,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4378-1,Gambusia affinis,JAR11548F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KQD,8,MSB 4378-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:334,MSB 334-3,Gambusia affinis,1952,5,3,JAR11107F,BP,07-16-2025,07-16-2025,30,24,217,JG,NA,NA,1955 and earlier only <40mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4440,MSB 4440-1,Gambusia affinis,1978,9,5,JAR11552F,BP,07-16-2025,07-16-2025,25,20,138,JG,NA,Arthropod,<35.1° must be >35mm but none were less than 35mm,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:334,MSB 334-4,Gambusia affinis,1952,5,3,JAR11116F,BP,07-16-2025,07-16-2025,30,23,233,EO,F,NA,1955 and earlier need to be less than or equal to 40mm,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:334,MSB 334-2,Gambusia affinis,1952,5,3,JAR11110F,BP,07-16-2025,07-16-2025,31,25,293,EO,F,Arthropod,1955 and earlier need to be less than or equal to 40mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 334-2,Gambusia affinis,JAR1110F,Salsuginus sp.,3,EO,EO,Adult,Gill,70% etoh,P6KR2,8,MSB 334-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1089,MSB 1089-2,Gambusia affinis,1939,1,24,JAR11109F,BP,07-16-2025,07-16-2025,38,30,571,GC,NA,Arthropod,1955 and earlier need to be less than or equal to 40mm. AND <35.1° must be >35mm ,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1089-2,Gambusia affinis,JAR11109F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KQN,8,MSB 1089-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:334,MSB 334-5,Gambusia affinis,1952,5,3,JAR11108F,BP,07-16-2025,07-16-2025,27,22,179,GC,NA,Arthropod,1955 and earlier need to be less than or equal to 40mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 334-5,Gambusia affinis,JAR11108F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KQO,8,MSB 334-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
