CatalogNumber,Individual_ID,Fish_Species,year_fish_collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,TREM.META.SKIN,CRUS.LERCYP.SKIN,CRUS.LERCYP.PELVICFIN,TREM.META.MUSCLE,TREM.DIPHUR.MUSCLE,BUCCAL_CAVITY,TREM.N.BODY_CAVITY,MONO.UNKN.PECTORALFIN,MONO.GYRSP.PELVICFIN,ANALFIN,CAUDALFIN,CRUS.FIN.DORSALFIN,MONO.GYRSP.DORSALFIN,GONAD,TREM.DIPHUR.LIVER,TREM.WHITE.LIVER,TREM.P.KIDNEY,TREM.NEASP.EYE,HEART,STOMACH,TREM.DIPHUR.CONNECTIVE_TISSUE,TREM.UNK.CONNECTIVETISSUE,TREM.P.CONNECTIVE_TISSUE,TREM.WHITE.CONN,TREM.ACET.CONNECTIVETISSUE,CEST.LARV.CONNECTIVE_TISSUE,TREM.UNCLEAR.CONN,TREM.CENT.INTESTINE,TREM.DIPHUR.INTESTINE,NEM.CAP.INTESTINE,NEM.CONT.INTESTINE,CEST.B.INTESTINE,TREM.BUC.INTESTINE,NEM.UNK.INTESTINE,NEM.LARV.INTESTINE,MYXO.MYXSP.GILL(NUMBER_OF_CLUSTERS),MYXO.M.GILL,MONO.DACSP.GILL,MONO.GYRSP.GILL,NEM.LARV.GALL BLADDER,UNK.GALL BLADDER,TREM.CENT.FLUSH,TREM.DIPHUR.FLUSH,TREM.P.FLUSH,TREM.UNK.FLUSH,Notes about missing parasites,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_Box_Number,P1_label:SMB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1_Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_Box_Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2_Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Box_Number,P3_Label:fishID,P3_label:Parasites_Code,P3_Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,Life Stage 4,Organ 4,How preserved 4,barcode 4,P4 Box number,Parasite label 4,Parasite label  4,P4 Notes,Parasite Species 5,Number of individuals 5,parasite collector 5,parasite identifier 5,Life Stage 5,Organ 5,How preserved 5,barcode 5,P5 Box number,Parasite label 5 fish ID,Parasite label  5,P5 Notes,Parasite Species 6,Number of individuals 6,parasite collector 6,parasite identifier 6,Life Stage 6,Organ 6,How preserved 6,barcode 6,P6 Box number,Parasite label 6 fish ID,Parasite label  6,P6 Notes,Parasite Species 7,Number of individuals 7,parasite collector 7,parasite identifier 7,Life Stage 7,Organ 7,How preserved 7,barcode 7,P7 Box number,Parasite label 7 fish ID,Parasite label  7,P7 Notes
MSB:Fish:4391,MSB 4391-4,Pimephales promelas,1978,8,16,JAR11781F,EO,08-04-2025,08-04-2025,42,34,729,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5828,MSB 5828-5,Pimephales promelas,1987,9,10,JAR11771F,EO,08-04-2025,08-04-2025,42,33,561,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TREM.DIPHUR destroyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5817,MSB 5817-3,Pimephales promelas,1987,9,10,JAR11780F,EO,08-04-2025,08-04-2025,53,43,1548,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5817-3,Pimephales promelas,JAR11780F,Diplostomatidae sp.,5,CW,CW,Metacercariae,Connective tissue,70% etoh,P6M8F,11,MSB 5817-3,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4174,MSB 4174-2,Pimephales promelas,1977,8,4,JAR11765F,BP,08-01-2025,08-04-2025,37,29,419,BP,F,NA,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,3,0,,MSB 4174-2,Pimephales promelas,JAR11765F,Myxobolus sp.,57,BP,BP,Myxo spore,Gill,70% etoh,P6MDX,11,MSB 4174-2,MYXO.MYXSP.GILL,,Dactylogyrus sp.,1,BP,BP,Adult,Gill,70% etoh,P6MDY,11,MSB 4174-2,MONO.DACSP.GILL,,Gyrodactylus sp.,1,BP,BP,Adult,Pelvic fin,70% etoh,P6MDZ,11,MSB 4174-2,MONO.GYROSP.PELVICFIN,,Diplostomatidae sp.,2,BP,BP,Metacercariae,Connective tissue,70% etoh,P6ME0,11,MSB 4174-2,TREM.DIPHUR.CONNECTIVETISSUE,,Digenea,4,BP,BP,Metacercariae,Connective tissue/flush,70% etoh,P6ME1,11,MSB 4174-2,TREM.P.CONNECTIVETISSUE/FLUSH,,Trematoda,1,BP,BP,Metacercariae,Connective tissue,70% etoh,P6ME3,11,MSB 4174-2,TREM.ACET.CONNECTIVETISSUE,,Trematoda,1,BP,BP,Metacercariae,Connective tissue,70% etoh,P6ME2,11,MSB 4174-2,TREM.WHITE.CONNECTIVETISSUE,
MSB:Fish:5828,MSB 5828-4,Pimephales promelas,1987,9,10,JAR11769F,BP,08-04-2025,08-04-2025,37,30,514,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5828-4,Pimephales promelas,JAR11769F,Diplostomatidae sp.,2,JG,JG,Metacercariae,Intestine,70% etoh,P6M8B,11,MSB 5828-4,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5817,MSB 5817-2,Pimephales promelas,1987,9,10,JAR11779F,BP,08-04-2025,08-04-2025,57,45,1588,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5817-2,Pimephales promelas,JAR11779F,Diplostomatidae sp.,1,CW,CW,Metacercariae,Liver,70% etoh,P6M8H,11,MSB 5817-2,TREM.DIPHUR.LIVER,,Diplostomatidae sp.,17,CW,CW,Metacercariae,Connective tissue,70% etoh,P6M8I,11,MSB 5817-2,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5817,MSB 5817-5,Pimephales promelas,1987,9,10,JAR11782F,EO,08-04-2025,08-04-2025,40,33,563,CW,NA,NA,Part of caudal fin broken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,MSB 5817-5,Pimephales promelas,JAR11782F,Diplostomatidae sp.,2,CW,CW,Metacercariae,Connective tissue,70% etoh,P6M8J,11,MSB 5817-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:18935,MSB 18935-2,Pimephales promelas,1994,5,10,JAR11776F,BP,08-04-2025,08-04-2025,42,33,730,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4114,MSB 4114-4,Pimephales promelas,1977,5,13,JAR11751F,JG,08-01-2025,08-04-2025,47,40,1284,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4391,MSB 4391-5,Pimephales promelas,1978,8,16,JAR11775F,BP,08-04-2025,08-04-2025,43,34,795,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4391,MSB 4391-3,Pimephales promelas,1978,8,16,JAR11784F,BP,08-04-2025,08-04-2025,39,31,520,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5828,MSB 5828-3,Pimephales promelas,1987,9,10,JAR11772F,EO,08-04-2025,08-04-2025,39,31,514,MV,NA,Vegetation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5828-3,Pimephales promelas,JAR11772F,Trematoda,1,MV,MV,Metacercariae,Connective tissue,70% etoh,P6MBQ,11,MSB 5828-3,TREM.UNCLEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:18935,MSB 18935-4,Pimephales promelas,1994,5,10,JAR11785F,EO,08-04-2025,08-04-2025,44,37,855,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 18935-4,Pimephales promelas,JAR11785F,Dactylogyrus sp.,1,EO,EO,Adult,Gill,70% etoh,P6M8A,11,MSB 18935-4,MONO.DACSP,,Diplostomatidae sp.,5,EO,EO,Metacercariae,Connective tissue,70% etoh,P6M89,11,MSB 18935-4,TREM.DIPHUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5817,MSB 5817-1,Pimephales promelas,1987,9,10,JAR11774F,EO,08-04-2025,08-04-2025,56,45,1611,CW,NA,NA,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5817-1,Pimephales promelas,JAR11774F,Diplostomatidae sp.,1,CW,CW,Metacercariae,Muscle,70% etoh,P6M8K,11,MSB 5817-1,TREM.DIPHUR.MUSCLE,,Diplostomatidae sp.,24,CW,XW,Metacercariae,Connective tissue,70% etoh,P6M8L,11,MSB 5817-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:18935,MSB 18935-1,Pimephales promelas,1994,5,10,JAR11773F,EO,08-04-2025,08-04-2025,47,38,1220,BP EO ,NA,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,MSB 18935-1,Pimephales promelas,JAR11773F,Myxobolus sp.,6,BP EO,BP EO,Myxospore,Gill,70% etoh,P6ME4,11,MSB 18935-1,MYXO.MYXSP.GILL,Six clusters,Diplostomatidae sp.,8,BP EO,BP EO,Metacercariae,Connective tissue,70% etoh,P6ME5,11,MSB 18935-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:632,MSB 632-3,Pimephales promelas,1959,2,5,JAR11796F,JG,08-04-2025,08-05-2025,51,40,1082,CW,F,NA,Weight taken after fish was dissected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:18935,MSB 18935,Pimephales promelas,1994,5,10,JAR11787F,BP,08-04-2025,08-05-2025,46,37,1163,CW,F,Vegetation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:632,MSB 632-1,Pimephales promelas,1939,2,5,JAR11793F,JG,08-04-2025,08-05-2025,56,48,2023,CLW,F,Vegetation,many eggs-gravid female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,MSB 632-1,Pimephales promelas,JAR11793F,Centrovarium sp.,3,CLW,CLW,Metacercariae,Flush,70% etoh,P6M88,11,MSB 632-1,TREM.CENT.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5828,MSB 5828-2,Pimephales promelas,1987,9,10,JAR11766F,EO,08-04-2025,08-05-2025,43,35,813,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 5828-2,Pimephales promelas,JAR11766F,Diplostomatidae sp.,1,CW,CW,Metacercariae,Flush,70% etoh,P6M8O,11,MSB 5828-2,TREM.DIPHUR.FLUSH,,Diplostomatidae,3,CW,CW,Metacercariae,Connective tissue,70% etoh,P6M8P,11,MSB 5828-2,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:637,MSB 637-2,Pimephales promelas,1941,9,14,JAR11803F,EO,08-05-2025,08-05-2025,41,33,462,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 637-2,Pimephales promelas,JAR11803F,Capillaria sp.,1,EO,EO,Adult,Intestine,70% etoh,P6ME6,11,MSB 637-2,NEM.CAP.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:637,MSB 637-4,Pimephales promelas,1941,9,14,JAR11801F,EO,08-05-2025,08-05-2025,37,29,335,JG,NA,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:612,MSB 612-3,Pimephales promelas,1939,1,28,JAR11791F,EO,08-05-2025,08-05-2025,49,40,1047,CW,NA,Vegetation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 612-3,Pimephales promelas,JAR11791F,Digenea,1,CW,CW,Metacercaria,Kidney,70% etoh,P6M8M,11,MSB 612-3,TREM.P.KIDNEY,,Digenea,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6M8N,11,MSB 612-3,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5828,MSB 5282-1,Pimephales promelas,1987,9,10,JAR11763F,EO,08-04-2025,08-05-2025,49,40,1320,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5282-1,Pimephales promelas,JAR11763F,Diplostomatidae,1,CW,CW,Metacercaria,Connective tissue,70% etoh,P6M8Q,11,MSB 5282-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:612,MSB 612-3,Pimephales promelas,1939,1,28,JAR11788F,EO,08-05-2025,08-05-2025,45,37,858,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:637,MSB 637-5,Pimephales promelas,1941,9,14,JAR11800F,JG,08-05-2025,08-05-2025,36,30,346,CW,NA,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 637-5,Pimephales promelas,JAR11800F,Diplostomatidae sp.,1,CW,CW,Metacercariae,Flush,70% etoh,P6M8R,11,MSB 637-5,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,08-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,08-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,08-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,08-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,08-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:,MSB ,Pimephales promelas,,,,JAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
