CatalogNumber,Individual_ID,Fish_Species,year_fish_collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,TREM.META.SKIN,CRUS.LERCYP.SKIN,CRUS.LERCYP.PELVICFIN,TREM.META.MUSCLE,TREM.DIPHUR.MUSCLE,BUCCAL_CAVITY,TREM.N.BODY_CAVITY,MONO.UNKN.PECTORALFIN,MONO.GYRSP.PELVICFIN,ANALFIN,CAUDALFIN,CRUS.FIN.DORSALFIN,MONO.GYRSP.DORSALFIN,GONAD,TREM.DIPHUR.LIVER,TREM.WHITE.LIVER,TREM.P.KIDNEY,TREM.NEASP.EYE,HEART,STOMACH,TREM.DIPHUR.CONNECTIVE_TISSUE,TREM.UNK.CONNECTIVETISSUE,TREM.P.CONNECTIVE_TISSUE,TREM.WHITE.CONN,TREM.ACET.CONNECTIVETISSUE,CEST.LARV.CONNECTIVE_TISSUE,TREM.UNCLEAR.CONN,TREM.CENT.INTESTINE,TREM.DIPHUR.INTESTINE,NEM.CAP.INTESTINE,NEM.CONT.INTESTINE,CEST.B.INTESTINE,TREM.BUC.INTESTINE,NEM.UNK.INTESTINE,NEM.LARV.INTESTINE,MYXO.MYXSP.GILL(NUMBER_OF_CLUSTERS),MYXO.M.GILL,MONO.DACSP.GILL,MONO.GYRSP.GILL,NEM.LARV.GALL BLADDER,UNK.GALL BLADDER,TREM.CENT.FLUSH,TREM.DIPHUR.FLUSH,TREM.P.FLUSH,TREM.UNK.FLUSH,Notes about missing parasites,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_Box_Number,P1_label:SMB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1_Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_Box_Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2_Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Box_Number,P3_Label:fishID,P3_label:Parasites_Code,P3_Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,Life Stage 4,Organ 4,How preserved 4,barcode 4,P4 Box number,Parasite label 4,Parasite label  4,P4 Notes,Parasite Species 5,Number of individuals 5,parasite collector 5,parasite identifier 5,Life Stage 5,Organ 5,How preserved 5,barcode 5,P5 Box number,Parasite label 5 fish ID,Parasite label  5,P5 Notes,Parasite Species 6,Number of individuals 6,parasite collector 6,parasite identifier 6,Life Stage 6,Organ 6,How preserved 6,barcode 6,P6 Box number,Parasite label 6 fish ID,Parasite label  6,P6 Notes,Parasite Species 7,Number of individuals 7,parasite collector 7,parasite identifier 7,Life Stage 7,Organ 7,How preserved 7,barcode 7,P7 Box number,Parasite label 7 fish ID,Parasite label  7,P7 Notes
MSB:Fish:7824,MSB 7824-3,Pimephales promelas,1990,4,18,JAR11640F,JG,07-24-2025,07-24-2025,45,34,798,BP GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,MSB 7824-3,Pimephales promelas,JAR11640F,Diplostomatidae sp.,18,BP GC,BP GC,Metacercariae,Flush,70% etoh,P6MDE,10,MSB 7824-3,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7824,MSB 7824-5,Pimephales promelas,1990,4,18,JAR11637F,EO,07-24-2025,07-24-2025,33,27,403,"BP, GC",NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 7824-5,Pimephales promelas,JAR11637F,Dactylogyrus sp.,1,BP GC,BP GC,Adult,Gill,70% etoh,P6MDF,10,MSB 7824-5,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9023,MSB 9023-2,Pimephales promelas,1990,10,28,JAR11654F,BP,07-24-2025,07-24-2025,43,44,794,JG GC,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7252,MSB 7252-2,Pimephales promelas,1989,11,19,JAR11660F,EO,07-24-2025,07-24-2025,58,48,2422,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9023,MSB 9023-3,Pimephales promelas,1990,10,28,JAR11655F,EO,07-24-2025,07-24-2025,45,36,783,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,,MSB 9023-3,Pimephales promelas,JAR11655F,Myxobolus sp.,1,GC,GC,Myxo spore,Gill,70% etoh,P6MA2,10,MSB 9023-3,PROT.MYXSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7252,MSB 7252-1,Pimephales promelas,1989,11,19,JAR11658F,JG,07-24-2025,07-24-2025,53,44,1807,JG GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 7252-1,Pimephales promelas,JAR11658F,Diplostomatidae sp.,1,JG GC,JG GC,Metacercariae,Flush,70% etoh,P6M99,10,MSB 7252-1,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9023,MSB 9023-1,Pimephales promelas,1990,10,28,JAR11649F,EO,07-24-2025,07-24-2025,52,43,1533,EO GC,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 9023-1,Pimephales promelas,JAR11649F,Digenea,5,EO GC,EO GC,Metacercariae,Connective tissue,70% etoh,P6MAY,10,MSB 9023-1,TREM.P.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7824,MSB 7824-1,Pimephales promelas,1990,4,18,JAR11644F,JG,07-24-2025,07-24-2025,45,37,1085,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7824,MSB 7824-2,Pimephales promelas,1990,4,18,JAR11634F,EO,07-24-2025,07-24-2025,42,34,873,GC,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9023,MSB 9023-4,Pimephales promelas,1990,10,28,JAR116532F,BP,07-24-2025,07-24-2025,39,29,584,BP GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,MSB 9023-4,Pimephales promelas,JAR11652F,Dactylogyrus sp.,2,BP GC,BP GC,Adult,Gill,70% etoh,P6MDG,10,MSB 9023-4,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7252,MSB 7252-3,Pimephales promelas,1989,11,19,JAR11657F,JG,07-24-2025,07-24-2025,42,34,716,BP GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7824,MSB 7824-4,Pimephales promelas,1990,4,18,JAR11641F,EO,07-24-2025,07-24-2025,37,30,542,EO GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 7824-4,Pimephales promelas,JAR11641F,Digenea,3,EO GC,EO GC,Metacercariae,Connective tissue,70% etoh,P6MAZ,10,MSB 7824-2,TREM.P.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9015,MSB 9015-2,Pimephales promelas,1990,10,28,JAR11646F,BP,07-28-2025,07-28-2025,60,49,2336,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,,MSB 9015-2,Pimephales promelas,JAR11646F,Myxobolus sp.,3,JG,JG,Myxo spore,Gill,70% etoh,P6M9B,10,MSB 9015-2,PROT.MYXSP.GILL,,Bucephalidae sp.,1,JG,JG,Metacercariae,Intestine,70% etoh,P6M9C,10,MSB 9015-2,TREM.BUC.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:706,MSB 706-5,Pimephales promelas,1949,11,5,JAR11670F,BP,07-24-2025,07-28-2025,34,26,335,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 706-5,Pimephales promelas,JAR11670F,Diplostomatidae sp.,1,GC,GC,Metacercariae,Connective tissue,70% etoh,P6M9A,10,MSB 706-5,TREM.DIPHUR.CONNECTIVETISSUE,,Nematoda,1,GC,GC,Larval,Gall bladder,70% etoh,P6MA3,10,MSB 706-5,NEM.LARV.GALLBLADDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:706,MSB 706-2,Pimephales promelas,1949,11,5,JAR11666F,JG,07-24-2025,07-28-2025,37,31,475,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MSB 706-2,Pimephales promelas,JAR11666F,Unknown nematode sp.,1,CLW,CLW,Adult,Intestine,70% etoh,P6M9E,10,MSB 706-2,NEM.UNK.INT,Ripped head off - hard to ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:667,MSB 667-1,Pimephales promelas,1947,10,25,JAR11674F,BP,07-28-2025,07-28-2025,51,41,1178,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 667-1,Pimephales promelas,JAR11674F,Diplostomatidae sp.,8,BP,BP,Metacercariae,Connective tissue,70% etoh,P6MDH,10,MSB 667-1,TREM.DIPHUR.CONNECTIVETISSUE,,Capillaria ,2,BP,BP,Adult,Intestine,70% etoh,P6MDI,10,MSB 667-1,NEM.CAP.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:667,MSB 667-4,Pimephales promelas,1947,10,25,JAR11676F,BP,07-28-2025,07-28-2025,44,35,779,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,,MSB 667-4,Pimephales promelas,JAR11676F,Diplostomatidae sp.,8,EO,EO,Metacercariae,Flush,70% etoh,P6MB0,10,MSB 667-4,TREM.DIPHUR.FLUSH,,Centrovarium sp. ,4,EO,EO,Metacercariae,Flush,70% etoh,P6MB1,10,MSB 667-4,TREM.CENT.FLUSH,,Digenea ,1,EO,EO,Metacercariae,Eye,70% etoh,P6MB2,10,MSB 667-4,TREM.NEASP.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:705,MSB 705-2,Pimephales promelas,1949,10,21,JAR11673F,BP,07-24-2025,07-28-2025,46,39,880,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 705-2,Pimephales promelas,JAR11673F,Diplostomatidae sp.,1,JG,JG,Metacercariae,Flush,70% etoh,P6M9D,10,MSB 705-2,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9015,MSB 9015-4,Pimephales promelas,1990,10,28,JAR11699F,JG,07-28-2025,07-28-2025,46,38,938,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,MSB 9015-4,Pimephales promelas,JAR11699F,Myxozoa,1,GC,GC,Myxo spore,Gill,70% etoh,P6MA4,10,MSB 9015-4,MYXO.M.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:667,MSB 667-5,Pimephales promelas,1947,10,25,JAR11675F,EO,07-28-2025,07-28-2025,47,37,864,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 667-5,Pimephales promelas,JAR11675F,Dactylogyrus sp.,1,EO,EO,Adult,Gill,70% etoh,P6MB3,10,MSB 667-5,MONO.DACSP.GILL,,Diplostomatidae sp.,1,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MB4,10,MSB 667-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:705,MSB 705-5,Pimephales promelas,1949,10,21,JAR11679F,JG,07-24-2025,07-28-2025,37,32,510,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9015,MSB 9015-5,Pimephales promelas,1990,10,28,JAR11643F,JG,07-28-2025,07-28-2025,54,45,1577,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9015,MSB 9015-1,Pimephales promelas,1990,10,28,JAR11700F,JG,07-28-2025,07-28-2025,55,44,1804,GC,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:705,MSB 705-1,Pimephales promelas,1949,10,21,JAR11682F,JG,07-24-2025,07-28-2025,39,32,543,CLW,F,NA,"Long thin, transparent, wiry fibers in the gut, one is blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:11954,MSB 11954-3,Pimephales promelas,1992,9,24,JAR11661F,EO,07-28-2025,07-28-2025,42,33,642,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,MSB 11954-3,Pimephales promelas ,JAR11661F,Centrovarium sp.,1,JG,JG,Adult,Flush,70% etoh,P6MA6,10,MSB 11954-3,TREM.CENT.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:705,MSB 705-3,Pimephales promelas,1949,10,21,JAR11685F,JG,07-24-2025,07-28-2025,45,36,779,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,,MSB 705-3,Pimephales promelas ,JAR11685F,Dactylogyrus sp.,1,CLW,CLW,Adult,Gill,70% etoh,P6M9F,10,MSB 705-3,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:11954,MSB 11954-4,Pimephales promelas,1992,9,24,JAR11664F,EO,07-28-2025,07-28-2025,40,31,625,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 11954-4,Pimephales promelas ,JAR11664F,Dactylogyrus sp.,1,EO,EO,Adult,Gill,70% etoh,P6MB5,10,MSB 11954-4,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:11954,MSB 11954-2,Pimephales promelas,1992,9,24,JAR11663F,BP,07-28-2025,07-28-2025,36,29,445,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9015,MSB 9015-3,Pimephales promelas,1990,10,28,JAR11651F,BP,07-28-2025,07-28-2025,53,43,1447,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:706,MSB 706-4,Pimephales promelas,1949,11,5,JAR11667F,JG,07-24-2025,07-28-2025,36,30,440,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,MSB 706-4,Pimephales promelas,JAR11667F,Dactylogyrus sp.,1,GC,GC,Adult,Gill,70% etoh,P6MA5,10,MSB 706-4,MONO.DACSP.GILL,,Nematoda,1,GC,GC,Larval,Connective tissue,70% etoh,P6M9G,10,MSB 706-4,NEM.LARV.CONNECTIVETISSUE,,Diplostomatidae,1,GC,GC,Metacercariae,Liver,70% etoh,P6MA7,10,MSB 706-4,TREM.DIPHUR.LIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:11954,MSB 11954-1,Pimephales promelas,1992,9,24,JAR11665F,BP,07-28-2025,07-28-2025,42,33,783,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:11954,MSB 11954-5,Pimephales promelas,1992,9,24,JAR11662F,BP,07-28-2025,07-28-2025,43,33,735,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,MSB 11954-5,Pimephales promelas,JAR11662F,Myxobolus sp.,1,BP,BP,Myxo spore,Gill,70% etoh,P6MDJ,10,MSB 11954-5,MYXO.MYXSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:667,MSB 667-2,Pimephales promelas,1947,10,25,JAR11671F,BP,07-28-2025,07-28-2025,44,35,784,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,MSB 667-2,Pimephales promelas,JAR11671F,Diplostomatidae sp.,4,EO,EO,Metacercariae,Flush,70% etoh,P6MB6,10,MSB 667-2,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:667,MSB 667-3,Pimephales promelas,1947,10,25,JAR11672F,EO,07-28-2025,07-28-2025,47,38,876,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,MSB 667-3,Pimephales promelas,JAR11672F,Unknown nematode sp.,1,CLW,CLW,Adult,Intestine,70% etoh,P6M9H,10,MSB 667-3,NEM.UNK.INTESTINE,Can't see kink in gut tract as in coatracacum,Dactylogyrus sp.,1,CLW,CLW,Adult,Gill,70% etoh,P6MA8,10,MSB 667-3,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:706,MSB 706-3,Pimephales promelas,1949,11,5,JAR11668F,BP,07-24-2025,07-28-2025,45,35,910,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 706-3,Pimephales promelas,JAR11668F,Diplostomulum sp.,1,JG,JG,Metacercariae,Connective tissue,70% etoh,P6M9I,10,MSB 706-3,TREM.DIPS.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:706,MSB 706-1,Pimephales promelas,1949,11,5,JAR11669F,BP,07-24-2025,07-28-2025,52,40,1287,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 706-1,Pimephales promelas,JAR11669F,Diplostomatidae sp.,1,GC,GC,Metacercariae,Flush,70% etoh,P6MA9,10,MSB 706-1,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:8998,MSB 8998-2,Pimephales promelas,1990,10,28,JAR11711F,BP,07-29-2025,07-29-2025,39,31,550,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,MSB 8998-2,Pimephales promelas,JAR11711F,Centrovarium sp.,1,GC,GC,Metacercariae,Flush,70% etoh,P6MAB,11,MSB 8998-2,TREM.CENT.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:658,MSB 658-1,Pimephales promelas,1939,1,30,JAR11681F,BP,07-28-2025,07-29-2025,42,33,574,CLW,F,NA,"Fish cut open, but no organs gone. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,many,0,0,0,0,,MSB 658-1,Pimephales promelas,JAR11681F,Unknown sp.,many,CLW,CLW,?,Gall bladder,70% etoh,P6MAA,11,MSB 658-1,UNK.GALLBLADDER,"Thousands of unknown species, same shape and size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
