CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,Muscle,BUCCAL_CAVITY,BODY_CAVITY,PECTORALFIN,PELVICFIN,ANALFIN,CYST.UNKN.CAUDALFIN,CYST.UNK.DORSALFIN,GONAD,LIVER,KIDNEY,TREM.DIPS.EYE,HEART,STOMACH,NEMA.L.CONNECTIVE_TISSUE,NEMA.STY.INTESTINE,CEST.BOTSP.INTESTINE,MONO.SALSP.GILL,MONO.SS.GILLS,CYST.UNK.GILL,MYXO.MXYID.GALLBLADDER(PRESENCE1_ABSENCE0),CRUS.LERSP.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1 Box Number,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2 Box Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3 Box Number,P3_Label:fishID,P3_label:Parasites_Code,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4 Box_number,P4_Label:fishID,P4_label:Parasites_Code,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5 Box Number,P5_Label:fishID,P5_label:Parasites_Code,P5 Notes
MSB:Fish:1085,MSB 1085-3,Gambusia affinis,1939,5,13,JAR8939F,JG,07-10-2025,07-10-2025,42,34,861,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1082,MSB 1082-5,Gambusia affinis,1938,10,18,JAR8927F,EO,07-09-2025,07-10-2025,25,21,140,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-1,Gambusia affinis,1939,1,20,JAR11362F,JG,07-10-2025,07-10-2025,30,24,202,GC,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,0,,MSB 1105-1,Gambusia affinis,JAR11362F,Salsuginus sp.,4,GC,GC,Adult,Gill,70% etoh,P6L42,6,MSB 1105-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-3,Gambusia affinis,1978,9,5,JAR8938F,EO,07-10-2025,07-10-2025,28,22,149,KL,M,NA,Red spotted spleen(?),0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,MSB 4453-3,Gambusia affinis,JAR8938F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6L5K,6,MSB 4453-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-2,Gambusia affinis,1965,5,18,JAR11366F,EO,07-10-2025,07-10-2025,28,23,188,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,,MSB 3391-2,Gambusia affinis,JAR11366F,Diplostomulum sp.,2,GC,GC,Metacercariae,Eye,70% etoh,P6L4P,6,MSB 3391-2,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-5,Gambusia affinis,1965,5,18,JAR11367F,EO,07-10-2025,07-10-2025,35,28,522,JG,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,MSB 3391-5,Gambusia affinis,JAR11367F,Diplostomulum sp.,3,JG,JG,Metacercariae,Eye,70% etoh,P6L4O,6,MSB 3391-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-1,Gambusia affinis,1949,11,5,JAR11350F,EO,07-10-2025,07-10-2025,45,36,982,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,,MSB 330-1,Gambusia affinis,JAR11350F,Salsuginus sp.,1,JG,JG,Adult,Gill,70% etoh,P6L4Q,6,MSB 330-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-2,Gambusia affinis,1978,9,5,JAR8936F,EO ,07-10-2025,07-10-2025,39,31,742,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,MSB 4453-2,Gambusia affinis,JAR8936F,Salsuginus sp.,3,GC,GC,Adult,Gill,70% etoh,P6L43,6,MSB 4453-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-1,Gambusia affinis,1939,6,9,JAR11348F,BP,07-10-2025,07-10-2025,39,30,751,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,NA,0,,MSB 1090-1,Gambusia affinis,JAR11348F,Salsuginus sp.,11,GC,GC,Adult,Gill,70% etoh,P6L4N,6,MSB 1090-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1082,MSB 1082-3,Gambusia affinis,1938,10,18,JAR8929F,EO,07-09-2025,07-10-2025,34,28,397,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,NA,0,,MSB 1082-3,Gambusia affinis,JAR8929F,Monogenea,5,KL,KL,NA,Gill,70% etoh,P6L5H,6,MSB 1082-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-1,Gambusia affinis,1978,9,5,JAR11359F,EO,07-10-2025,07-10-2025,36,30,577,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,0,,MSB 4453-1,Gambusia affinis,JAR11359F,Salsuginus sp.,4,KL,KL,Adult,Gill,70% etoh,P6L5I,6,MSB 4453-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-4,Gambusia affinis,1965,5,18,JAR11364F,EO,07-10-2025,07-10-2025,33,27,348,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,,MSB 3391-4,Gambusia affinis,JAR11364F,Diplostomulum sp.,2,KL,KL,Metacercariae,Eye,70% etoh,P6L5J,6,MSB 3391-4,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-2,Gambusia affinis,1949,11,5,JAR11347F,JG,07-10-2025,07-10-2025,34,28,374,BP,NA,NA,,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,CYST.UNK.DORSALFIN destroyed,MSB 330-2,Gambusia affinis,JAR11347F,Monogenea,2,BP,BP,Adult,Gill,70% etoh,P6L3Q,6,MSB 330-2,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-5,Gambusia affinis,1939,1,30,JAR11360F,JG,07-10-2025,07-10-2025,36,28,396,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,MSB 1105-5,Gambusia affinis,JAR11360F,Diplostomulum sp.,1,KL,KL,Metacercariae,Eye,70% etoh,P6L5N,6,MSB 1105-5,TREM.DIPS.EYE,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6L4L,6,MSB 1105-5,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-3,Gambusia affinis,1949,11,5,JAR11356F,EO,07-10-2025,07-10-2025,29,23,241,GC,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,MSB 330-3,Gambusia affinis,JAR11356F,Salsuginus sp.,6,GC,GC,Adult,Gill,70% etoh,P6L41,6,MSB 330-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-1,Gambusia affinis,1965,5,18,JAR11370F,EO,07-10-2025,07-10-2025,41,35,794,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,,MSB 3391-1,Gambusia affinis,JAR11370F,Diplostomulum sp.,5,KL,KL,Metacercariae,Eye,70% etoh,P6L5L,6,MSB 3391-1,TREM.DIPS.EYE,,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6L5M,6,MSB 3391-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-4,Gambusia affinis,1978,9,5,JAR8942F,EO,07-10-2025,07-10-2025,26,22,143,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-3,Gambusia affinis,1965,5,18,JAR11363F,EO,07-10-2025,07-10-2025,31,26,296,EO,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-4,Gambusia affinis,1949,11,5,JAR11353F,JG,07-10-2025,07-10-2025,32,26,276,BP,NA,NA,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-5,Gambusia affinis,1949,11,5,JAR11369F,JG,07-10-2025,07-10-2025,26,22,195,EO,F,Arthropod,Cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-2,Gambusia affinis,1939,1,30,JAR11365F,JG,07-10-2025,07-10-2025,27,23,158,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-4,Gambusia affinis,1939,1,30,JAR11368F,EO,07-10-2025,07-10-2025,40,32,456,EO,NA,Arthropod,Cyst on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-4,Gambusia affinis,1939,6,9,JAR11354F,BP,07-10-2025,07-10-2025,25,19,132,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,NA,0,,MSB 1090-4,Gambusia affinis,JAR11354F,Salsuginus sp.,7,GC,GC,Adult,Gill,70% etoh,P6L4M,6,MSB 1090-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-2,Gambusia affinis,1939,6,9,JAR11351F,BP,07-10-2025,07-10-2025,37,30,670,JG,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,0,,MSB 1090-2,Gambusia affinis,JAR11351F,Salsuginus sp.,4,JG,JG,Adult,Gill,70% etoh,P6L4K,6,MSB 1090-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-3,Gambusia affinis,1939,1,30,JAR11361F,JG,07-10-2025,07-10-2025,40,36,728,KL,NA,NA,Caudal fin damaged,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-5,Gambusia affinis,1939,6,9,JAR11349F,BP,07-10-2025,07-10-2025,29,24,323,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,NA,0,,MSB 1090-5,Gambusia affinis,JAR11349F,Salsuginus sp.,6,KL,KL,Adult,Gill,70% etoh,P6L4J,6,MSB 1090-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-3,Gambusia affinis,1939,6,9,JAR11357F,BP,07-10-2025,07-10-2025,33,25,483,EO,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,,MSB 1090-3,Gambusia affinis,JAR11357F,Salsuginus sp.,3,EO,EO,Adult,Gill,70% etoh,P6L51,6,MSB 1090-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-1,Gambusia affinis,1987,9,10,JAR11343F,BP,07-10-2025,07-10-2025,34,26,358,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
