"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"1569","MSB:Fish:30810",1996,2,7,"MSB 30910-1","JAR8734F","EO","CW","06-25-2025",NA,68,54,2437,"impact","impact_1991-2000",35.089293,-106.680842,"trem.b",0
"1570","MSB:Fish:30810",1996,2,7,"MSB 30810-5","JAR8741F","BP","CW","06-25-2025",NA,63,52,2142,"impact","impact_1991-2000",35.089293,-106.680842,"trem.b",0
"1571","MSB:Fish:39103",1997,10,15,"MSB 39103-1","JAR8670F","BP","JG KL","06-23-2025",NA,57,53,2560,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1572","MSB:Fish:39103",1997,10,15,"MSB 39103-3","JAR8675F","BP","KL","06-23-2025",NA,61,47,2132,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",1
"1573","MSB:Fish:39103",1997,10,15,"MSB 39103-5","JAR8678F","EO","CW","06-23-2025",NA,60,47,2006,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1574","MSB:Fish:39103",2997,10,15,"MSB 39103-4","JAR8676F","EO","EO CLW","06-23-2025",NA,69,54,3110,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1575","MSB:Fish:39103",1997,10,15,"MSB 39103-2","JAR8677F","JG","KL","06-23-2025",NA,69,56,3012,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",1
"1576","MSB:Fish:3966",1977,9,28,"MSB 3966-5","JAR8879F","JG","CW","07-02-2025",NA,51,41,1353,"impact","impact_1971-1980",35.134883,-106.690838,"trem.b",0
"1577","MSB:Fish:3966",1977,9,28,"MSB 3966-3","JAR8894F","JG","GC","07-02-2025",NA,50,39,1164,"impact","impact_1971-1980",35.134883,-106.690838,"trem.b",0
"1578","MSB:Fish:3966",1977,9,28,"MSB 3966-1","JAR8888F","JG","KL","07-02-2025",NA,55,44,1530,"impact","impact_1971-1980",35.134883,-106.690838,"trem.b",0
"1579","MSB:Fish:3966",1977,9,28,"MSB 3966-4","JAR8885F","JG","GC","07-02-2025",NA,57,47,2076,"impact","impact_1971-1980",35.134883,-106.690838,"trem.b",0
"1580","MSB:Fish:3966",1977,9,28,"MSB 3966-2","JAR8892F","JG","CW","07-02-2025",NA,38,30,477,"impact","impact_1971-1980",35.134883,-106.690838,"trem.b",0
"1581","MSB:Fish:4096",1978,9,5,"MSB 4096-1","JAR8718F","BP","KL","06-24-2025",NA,44,36,1043,"impact","impact_1971-1980",35.10625,-106.692633,"trem.b",5
"1582","MSB:Fish:4096",1978,9,5,"MSB 4096-5","JAR8715F","BP","KL","06-24-2025",NA,41,33,774,"impact","impact_1971-1980",35.10625,-106.692633,"trem.b",0
"1583","MSB:Fish:4096",1978,9,5,"MSB 4096-3","JAR8713F","BP","EO CW","06-24-2025",FALSE,49,39,1118,"impact","impact_1971-1980",35.10625,-106.692633,"trem.b",0
"1584","MSB:Fish:4096",1978,9,5,"MSB 4096-4","JAR8717F","EO","CW","06-24-2025",NA,45,35,856,"impact","impact_1971-1980",35.10625,-106.692633,"trem.b",0
"1585","MSB:Fish:4096",1978,9,5,"MSB 4096-2","JAR8711F","EO","CW","06-24-2025",NA,44,34,903,"impact","impact_1971-1980",35.10625,-106.692633,"trem.b",0
"1586","MSB:Fish:4161",1977,8,5,"MSB 4161-3","JAR8700F","BP","CW","06-24-2025",NA,39,29,511,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1587","MSB:Fish:4161",1977,8,5,"MSB 4161-4","JAR8702F","JG","CLW","06-24-2025",NA,41,31,632,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1588","MSB:Fish:4161",1977,8,5,"MSB 4161-5","JAR8703F","JG","CLW","06-24-2025",NA,36,29,444,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1589","MSB:Fish:4161",1977,8,5,"MSB 4161-1","JAR8696F","JG","KL","06-24-2025",NA,53,43,1166,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1590","MSB:Fish:4161",1977,8,5,"MSB 4161-2","JAR8698F","JG","JG KL","06-24-2025",NA,44,35,753,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1591","MSB:Fish:4206",1978,9,8,"MSB 4206-3","JAR8847F","EO","KL","07-01-2025",NA,39,30,567,"control","control_1971-1980",35.256141,-106.596281,"trem.b",0
"1592","MSB:Fish:4206",1978,9,8,"MSB 4206-1","JAR8848F","EO","JG KL","07-01-2025",NA,43,33,739,"control","control_1971-1980",35.256141,-106.596281,"trem.b",0
"1593","MSB:Fish:4206",1978,9,8,"MSB 4206-4","JAR8852F","EO","GC","07-01-2025",NA,37,29,503,"control","control_1971-1980",35.256141,-106.596281,"trem.b",0
"1594","MSB:Fish:4206",1978,9,8,"MSB 4206-2","JAR8850F","EO","CW","07-01-2025",NA,40,31,665,"control","control_1971-1980",35.256141,-106.596281,"trem.b",0
"1595","MSB:Fish:4206",1978,9,8,"MSB 4206-5","JAR8854F","EO","JG KL","07-01-2025",NA,36,29,433,"control","control_1971-1980",35.256141,-106.596281,"trem.b",1
"1596","MSB:Fish:43490",1999,10,11,"MSB 43490-1","JAR8745F","BP","CW","06-26-2025",NA,72,57,3244,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1597","MSB:Fish:43490",1999,10,11,"MSB 43490-3","JAR8749F","BP","CLW","06-26-2025",FALSE,61,49,2200,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1598","MSB:Fish:43490",1999,10,11,"MSB 43490-5","JAR8746F","BP","CLW","06-26-2025",FALSE,60,51,2094,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1599","MSB:Fish:43490",1999,10,11,"MSB 43490-2","JAR8747F","JG","CLW","06-26-2025",NA,61,55,2713,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1600","MSB:Fish:43490",1999,10,11,"MSB 43490-4","JAR8744F","JG","EO CLW","06-26-2025",FALSE,67,54,2031,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1601","MSB:Fish:4384",1978,9,23,"MSB 4384-3","JAR8748F","BP","KL","06-30-2025",FALSE,55,44,1919,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1602","MSB:Fish:4384",1978,9,23,"MSB 4384-4","JAR8752F","EO","GC","06-30-2025",NA,63,49,2458,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1603","MSB:Fish:4384",1978,9,23,"MSB 4384-2","JAR8757F","EO","CW","06-30-2025",NA,64,49,2390,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1604","MSB:Fish:4384",1978,9,23,"MSB 4384-1","JAR8750F","BP","CW","06-30-2025",NA,67,55,3024,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1605","MSB:Fish:4384",1978,9,23,"MSB 4384-5","JAR8756F","BP","KL","06-30-2025",NA,63,51,2594,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",3
"1606","MSB:Fish:4423",1978,8,3,"MSB 4423-4","JAR8724F","BP","KL","06-30-2025",NA,44,36,880,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1607","MSB:Fish:4423",1978,8,3,"MSB 4423-1","JAR8758F","EO","GC","06-30-2025",NA,46,37,1128,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1608","MSB:Fish:4423",1978,8,3,"MSB 4423-2","JAR8754F","BP","CW","06-30-2025",NA,49,38,1164,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1609","MSB:Fish:4423",1978,8,3,"MSB 4423-5","JAR8751F","EO","CW","06-30-2025",NA,42,33,832,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1610","MSB:Fish:4423",1978,8,3,"MSB 4423-3","JAR8726F","EO","KL","06-30-2025",NA,47,37,1155,"impact","impact_1971-1980",34.905272,-106.685564,"trem.b",0
"1611","MSB:Fish:4432",1978,9,8,"MSB 4432-3","JAR8727F","BP","CW","06-30-2025",NA,39,31,570,"control","control_1971-1980",35.239638,-106.587548,"trem.b",0
"1612","MSB:Fish:4432",1978,9,8,"MSB 4432-1","JAR8759F","BP","JG","06-30-2025",NA,39,30,568,"control","control_1971-1980",35.239638,-106.587548,"trem.b",0
"1613","MSB:Fish:4432",1978,9,8,"MSB 4432-5","JAR8753F","BP","JG GC","06-30-2025",NA,35,26,360,"control","control_1971-1980",35.239638,-106.587548,"trem.b",0
"1614","MSB:Fish:4432",1978,9,8,"MSB 4432-4","JAR8729F","EO","CW","06-30-2025",NA,39,29,548,"control","control_1971-1980",35.239638,-106.587548,"trem.b",0
"1615","MSB:Fish:4432",1978,9,8,"MSB 4432-2","JAR8722F","EO","EO GC","06-30-2025",NA,52,42,1431,"control","control_1971-1980",35.239638,-106.587548,"trem.b",0
"1616","MSB:Fish:4487",1978,9,29,"MSB 4487-1","JAR8887F","EO","GC","07-03-2025",NA,47,37,1143,"control","control_1971-1980",35.383856,-106.490929,"trem.b",0
"1617","MSB:Fish:4487",1978,9,29,"MSB 4487-5","JAR8890F","EO","JG GC","07-03-2025",NA,38,30,543,"control","control_1971-1980",35.383856,-106.490929,"trem.b",0
"1618","MSB:Fish:4487",1978,9,29,"MSB 4487-3","JAR8889F","EO","KL","07-03-2025",NA,46,35,1166,"control","control_1971-1980",35.383856,-106.490929,"trem.b",0
"1619","MSB:Fish:4487",1978,9,29,"MSB 4487-4","JAR8891F","BP","GC","07-03-2025",NA,36,27,481,"control","control_1971-1980",35.383856,-106.490929,"trem.b",0
"1620","MSB:Fish:4487",1978,9,29,"MSB 4487-2","JAR8893F","BP","GC","07-03-2025",NA,49,38,1354,"control","control_1971-1980",35.383856,-106.490929,"trem.b",0
"1621","MSB:Fish:4984",1978,9,5,"MSB 4984-3","JAR8640F","EO","CLW","06-23-2025",NA,38,29,504,"impact","impact_1971-1980",35.196977,-106.642444,"trem.b",0
"1622","MSB:Fish:4984",1978,9,5,"MSB 4984-4","JAR8642F","JG","KL","06-23-2025",NA,32,25,338,"impact","impact_1971-1980",35.196977,-106.642444,"trem.b",1
"1623","MSB:Fish:4984",1978,9,5,"MSB 4984-5","JAR8644F","BP","CW","06-23-2025",NA,32,24,341,"impact","impact_1971-1980",35.196977,-106.642444,"trem.b",0
"1624","MSB:Fish:4984",1978,9,5,"MSB 4984-2","JAR8662F","BP","CLW","06-23-2025",NA,38,30,541,"impact","impact_1971-1980",35.196977,-106.642444,"trem.b",0
"1625","MSB:Fish:4984",1978,9,5,"MSB 4984-1","JAR8660F","EO","CLW","06-23-2025",NA,39,30,621,"impact","impact_1971-1980",35.196977,-106.642444,"trem.b",0
"1626","MSB:Fish:4987",1977,7,6,"MSB 4987-5","JAR8788F","JG","GC","07-01-2025",NA,40,33,672,"control","control_1971-1980",35.232431,-106.594272,"trem.b",0
"1627","MSB:Fish:4987",1977,7,6,"MSB 4987-1","JAR8849F","JG","KL","07-01-2025",NA,52,40,1450,"control","control_1971-1980",35.232431,-106.594272,"trem.b",1
"1628","MSB:Fish:4987",1977,7,6,"MSB 4987-3","JAR8851F","JG","KL","07-01-2025",NA,47,37,1297,"control","control_1971-1980",35.232431,-106.594272,"trem.b",0
"1629","MSB:Fish:4987",1977,7,6,"MSB 4987-2","JAR8790F","EO","JG KL","07-01-2025",NA,54,44,1436,"control","control_1971-1980",35.232431,-106.594272,"trem.b",0
"1630","MSB:Fish:4987",1977,7,6,"MSB 4987-4","JAR8853F","EO","BP","07-01-2025",NA,47,37,1163,"control","control_1971-1980",35.232431,-106.594272,"trem.b",0
"1631","MSB:Fish:49970",1994,5,5,"MSB 49970-1","JAR8641F","EO","CLW","06-20-2025",NA,66,52,2386,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1632","MSB:Fish:49970",1994,5,5,"MSB 49970-5","JAR8646F","EO","EO KL","06-20-2025",NA,64,51,2231,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1633","MSB:Fish:49970",1994,5,5,"MSB 49970-3","JAR8645F","EO","KL BP CW","06-20-2025",NA,69,55,2817,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1634","MSB:Fish:49970",1994,5,5,"MSB 49970-4","JAR8648F","JG","KL","06-20-2025",FALSE,65,53,2749,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1635","MSB:Fish:49970",1994,5,5,"MSB 49970-2","JAR8643F","JG","CW JG","06-20-2025",NA,63,52,2230,"control","control_1991-2000",35.28302778,-106.5981389,"trem.b",0
"1636","MSB:Fish:5263",1986,8,12,"MSB 5263-1","JAR8856F","BP","GC","07-02-2025",NA,36,29,497,"control","control_1981-1990",35.28302778,-106.5981389,"trem.b",0
"1637","MSB:Fish:5263",1986,8,12,"MSB 5263-4","JAR8857F","BP","KL","07-02-2025",NA,35,27,407,"control","control_1981-1990",35.28302778,-106.5981389,"trem.b",0
"1638","MSB:Fish:5263",1986,8,12,"MSB 5263-2","JAR8861F","BP","CW","07-02-2025",NA,36,29,462,"control","control_1981-1990",35.28302778,-106.5981389,"trem.b",0
"1639","MSB:Fish:5263",1986,8,12,"MSB 5263-3","JAR8855F","BP","CW","07-02-2025",NA,35,31,653,"control","control_1981-1990",35.28302778,-106.5981389,"trem.b",0
"1640","MSB:Fish:5263",1986,8,12,"MSB 5263-5","JAR8859F","BP","BP EO","07-02-2025",NA,36,29,444,"control","control_1981-1990",35.28302778,-106.5981389,"trem.b",0
"1641","MSB:Fish:5814",1987,9,10,"MSB 5814-1","JAR8631F","KL","KL","06-16-2025",NA,66,52,2223,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1642","MSB:Fish:5814",1987,9,10,"MSB 5814-2","JAR8634F","JG","CW","06-17-2025",NA,55,47,1856,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1643","MSB:Fish:5814",1987,9,10,"MSB 5814-3","JAR8630F","EO","CLW CW","06-18-2025",NA,67,52,2759,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1644","MSB:Fish:5814",1987,9,10,"MSB 5814-5","JAR8636F","JG","KL","06-19-2025",NA,85,68,5700,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1645","MSB:Fish:5814",1987,9,10,"MSB 5814-4","JAR8633F","EO","KL","06-16-2025",NA,52,41,1282,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1646","MSB:Fish:5825",1987,9,10,"MSB 5825-4","JAR8663F","BP","EO CW","06-18-2025",NA,63,49,2591,"impact","impact_1981-1990",34.875039,-106.717581,"trem.b",0
"1647","MSB:Fish:5825",1987,9,10,"MSB 5825-3","JAR8661F","BP","CLW KL","06-18-2025",NA,77,62,4671,"impact","impact_1981-1990",34.875039,-106.717581,"trem.b",0
"1648","MSB:Fish:5825",1987,9,10,"MSB 5825-5","JAR8639F","BP","CW","06-18-2025",NA,52,42,1542,"impact","impact_1981-1990",34.875039,-106.717581,"trem.b",0
"1649","MSB:Fish:5825",1987,9,10,"MSB 5825-2","JAR8659F","BP","CW","06-18-2025",NA,54,42,1606,"impact","impact_1981-1990",34.875039,-106.717581,"trem.b",0
"1650","MSB:Fish:5825",1987,9,10,"MSB 5825-1","JAR8657F","BP","BP KL","06-18-2025",FALSE,59,47,2305,"impact","impact_1981-1990",34.875039,-106.717581,"trem.b",0
"1651","MSB:Fish:68463",1984,8,15,"MSB 68463-1","JAR8864F","BP","GC","07-02-2025",NA,37,30,505,"impact","impact_1981-1990",35.089293,-106.680842,"trem.b",0
"1652","MSB:Fish:68463",1984,8,15,"MSB 68463-4","JAR8870F","BP","CW","07-02-2025",NA,42,34,485,"impact","impact_1981-1990",35.089293,-106.680842,"trem.b",0
"1653","MSB:Fish:68463",1984,8,15,"MSB 68463-3","JAR8868F","BP","CW","07-02-2025",NA,36,27,313,"impact","impact_1981-1990",35.089293,-106.680842,"trem.b",0
"1654","MSB:Fish:68463",1984,8,15,"MSB 68463-5","JAR8860F","BP","GC","07-02-2025",NA,35,27,398,"impact","impact_1981-1990",35.089293,-106.680842,"trem.b",0
"1655","MSB:Fish:68463",1984,8,15,"MSB 68463-2","JAR8866F","BP","CW","07-02-2025",NA,48,37,950,"impact","impact_1981-1990",35.089293,-106.680842,"trem.b",0
"1656","MSB:Fish:68501",1984,8,15,"MSB 68501-4","JAR8787F","JG","CW","07-01-2025",NA,79,64,4731,"control","control_1981-1990",35.225523,-106.597651,"trem.b",0
"1657","MSB:Fish:68501",1984,8,15,"MSB 68501-3","JAR8785F","JG","KL","07-01-2025",NA,36,29,472,"control","control_1981-1990",35.225523,-106.597651,"trem.b",0
"1658","MSB:Fish:68501",1984,8,15,"MSB 68501-5","JAR8789F","JG","CW","07-01-2025",NA,72,60,3973,"control","control_1981-1990",35.225523,-106.597651,"trem.b",0
"1659","MSB:Fish:68501",1984,8,15,"MSB 68501-2","JAR8783F","JG","KL","07-01-2025",NA,37,29,513,"control","control_1981-1990",35.225523,-106.597651,"trem.b",0
"1660","MSB:Fish:68501",1984,8,15,"MSB 68501-1","JAR8786F","JG","GC","07-01-2025",NA,35,26,349,"control","control_1981-1990",35.225523,-106.597651,"trem.b",0
"1661","MSB:Fish:68513",1984,8,16,"MSB 68513-4","JAR8896F","EO","CW","07-03-2025",NA,41,32,638,"control","control_1981-1990",35.211416,-106.612833,"trem.b",0
"1662","MSB:Fish:68513",1984,8,16,"MSB 68513-2","JAR8897F","EO","KL","07-03-2025",NA,47,36,941,"control","control_1981-1990",35.211416,-106.612833,"trem.b",0
"1663","MSB:Fish:68513",1984,8,16,"MSB 68513-1","JAR8895F","BP","GC","07-03-2025",NA,44,34,769,"control","control_1981-1990",35.211416,-106.612833,"trem.b",0
"1664","MSB:Fish:68513",1984,8,16,"MSB 68513-5","JAR8901F","EO","BP","07-03-2025",NA,40,31,606,"control","control_1981-1990",35.211416,-106.612833,"trem.b",0
"1665","MSB:Fish:68513",1984,8,16,"MSB 68513-3","JAR8899F","BP","CW","07-03-2025",NA,37,27,397,"control","control_1981-1990",35.211416,-106.612833,"trem.b",0
"1666","MSB:Fish:68528",1984,8,16,"MSB 68528-1","JAR8731F","EO","KL","06-25-2025",NA,69,55,3206,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1667","MSB:Fish:68528",1984,8,16,"MSB 68528-5","JAR8733F","BP","CLW","06-25-2025",NA,47,37,1014,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1668","MSB:Fish:68528",1984,8,16,"MSB 68528-2","JAR8728F","EO","KL","06-25-2025",FALSE,72,57,2986,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1669","MSB:Fish:68528",1984,8,16,"MSB 68528-3","JAR8732F","BP","JG CW","06-25-2025",NA,67,53,2767,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1670","MSB:Fish:68528",1984,8,16,"MSB 68528-4","JAR8730F","EO","KL","06-25-2025",NA,68,55,2391,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1671","MSB:Fish:7593",1988,5,25,"MSB 7593-2","JAR8705F","EO","JG CW","06-24-2025",NA,64,50,2324,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1672","MSB:Fish:7593",1988,5,25,"MSB 7593-5","JAR8709F","BP","BP CLW","06-24-2025",NA,62,51,2400,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1673","MSB:Fish:7593",1988,5,25,"MSB 7593-4","JAR8707F","EO","BP KL","06-24-2025",FALSE,61,48,1922,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1674","MSB:Fish:7593",1988,5,25,"MSB 7593-3","JAR8706F","BP","BP KL","06-24-2025",FALSE,58,45,2248,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1675","MSB:Fish:7593",1988,5,25,"MSB 7593-1","JAR8704F","BP","KL","06-24-2025",FALSE,64,50,3600,"impact","impact_1981-1990",34.905272,-106.685564,"trem.b",0
"1676","MSB:Fish:7788",1988,5,25,"MSB 7788-2","JAR8769F","BP","KL","06-30-2025",NA,69,53,2804,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1677","MSB:Fish:7788",2988,5,25,"MSB 7788-4","JAR8764F","BP","BP","06-30-2025",NA,56,45,1819,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1678","MSB:Fish:7788",1988,5,25,"MSB 7788-3","JAR8767F","EO","KL","06-30-2025",NA,69,55,3017,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1679","MSB:Fish:7788",1988,5,25,"MSB 7788-1","JAR8763F","EO","KL","06-30-2025",NA,64,51,2418,"control","control_1981-1990",35.322164,-106.557448,"trem.b",0
"1680","MSB:Fish:7788",1988,5,25,"MSB 7788-5","JAR8762F","EO","KL","06-30-2025",NA,60,47,2139,"control","control_1981-1990",35.322164,-106.557448,"trem.b",1
"1681","MSB:Fish:1129",1959,2,20,"MSB 1129-5","JAR8672F","JG","CW","06-20-2025",NA,40,32,383,"control","control_1951-1960",35.350556,-106.535497,"trem.d",0
"1682","MSB:Fish:1129",1959,2,20,"MSB 1129-2","JAR8674F","EO","CLW","06-20-2025",NA,46,34,697,"control","control_1951-1960",35.350556,-106.535497,"trem.d",0
"1683","MSB:Fish:1129",1959,2,20,"MSB 1129-1","JAR8668F","JG","KL","06-20-2025",NA,41,33,519,"control","control_1951-1960",35.350556,-106.535497,"trem.d",0
"1684","MSB:Fish:1129",1959,2,20,"MSB 1129-4","JAR8671F","EO","JG KL","06-20-2025",NA,41,31,580,"control","control_1951-1960",35.350556,-106.535497,"trem.d",0
"1685","MSB:Fish:1129",1959,2,20,"MSB 1129-3","JAR8673F","JG","CW","06-20-2025",NA,43,36,659,"control","control_1951-1960",35.350556,-106.535497,"trem.d",0
"1686","MSB:Fish:1130",1949,10,29,"MSB 1130-5","JAR8701F","EO","KL","06-24-2025",NA,57,48,2022,"impact","impact_1941-1950",34.87537,-106.717837,"trem.d",0
"1687","MSB:Fish:1130",1949,10,29,"MSB 1130-3","JAR8697F","JG","JG CW","06-24-2025",NA,61,49,1811,"impact","impact_1941-1950",34.87537,-106.717837,"trem.d",0
"1688","MSB:Fish:1130",1949,10,29,"MSB 1130-4","JAR8699F","BP","CLW","06-24-2025",NA,62,47,2068,"impact","impact_1941-1950",34.87537,-106.717837,"trem.d",0
"1689","MSB:Fish:1130",1949,10,29,"MSB 1130-1","JAR8690F","JG","JG KL","06-24-2025",FALSE,71,58,3286,"impact","impact_1941-1950",34.87537,-106.717837,"trem.d",0
"1690","MSB:Fish:1130",1949,10,29,"MSB 1130-2","JAR8695F","BP","KL","06-24-2025",FALSE,68,54,3151,"impact","impact_1941-1950",34.87537,-106.717837,"trem.d",0
"1691","MSB:Fish:1131",1959,2,24,"MSB 1131-5","JAR8682F","BP","KL","06-23-2025",NA,53,44,1289,"impact","impact_1951-1960",34.987044,-106.690293,"trem.d",0
"1692","MSB:Fish:1131",1959,2,24,"MSB 1131-2","JAR8689F","EO","CW","06-23-2025",NA,60,47,1798,"impact","impact_1951-1960",34.987044,-106.690293,"trem.d",0
"1693","MSB:Fish:1131",1959,2,24,"MSB 1131-3","JAR8693F","BP","CW","06-23-2025",FALSE,54,44,1280,"impact","impact_1951-1960",34.987044,-106.690293,"trem.d",0
"1694","MSB:Fish:1131",1959,2,24,"MSB 1131-4","JAR8680F","EO","KL","06-23-2025",NA,52,43,1316,"impact","impact_1951-1960",34.987044,-106.690293,"trem.d",0
"1695","MSB:Fish:1131",1959,2,24,"MSB 1131-2","JAR8691F","JG","CLW","06-23-2025",NA,63,51,1849,"impact","impact_1951-1960",34.987044,-106.690293,"trem.d",0
"1696","MSB:Fish:1132",1947,10,25,"MSB 1132-1","JAR8684F","JG","CW","06-23-2025",NA,71,58,3310,"control","control_1941-1950",35.380629,-106.503529,"trem.d",0
"1697","MSB:Fish:1132",1947,10,25,"MSB 1132-4","JAR8694F","JG","KL","06-23-2025",NA,63,54,2744,"control","control_1941-1950",35.380629,-106.503529,"trem.d",0
"1698","MSB:Fish:1132",2947,10,25,"MSB 1132-5","JAR8692F","JG","CW","06-23-2025",NA,61,49,1975,"control","control_1941-1950",35.380629,-106.503529,"trem.d",0
"1699","MSB:Fish:1132",1947,10,25,"MSB 1132-3","JAR8688F","JG","CLW","06-23-2025",NA,77,64,4621,"control","control_1941-1950",35.380629,-106.503529,"trem.d",0
"1700","MSB:Fish:1132",1947,10,25,"MSB 1132-2","JAR8686F","JG","CW","06-23-2025",NA,73,62,3934,"control","control_1941-1950",35.380629,-106.503529,"trem.d",0
"1701","MSB:Fish:1149",1939,2,26,"MSB 1149-1","JAR8871F","JG","GC","07-02-2025",NA,55,45,1360,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",1
"1702","MSB:Fish:1149",1939,2,26,"MSB 1149-5","JAR8872F","EO","KL","07-02-2025",FALSE,76,57,3276,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1703","MSB:Fish:1149",1939,2,26,"MSB 1149-3","JAR8875F","EO","EO KL","07-02-2025",NA,61,47,1795,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1704","MSB:Fish:1149",1939,2,26,"MSB 1149-4","JAR8877F","JG","CW","07-02-2025",NA,57,45,1435,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1705","MSB:Fish:1149",1939,2,26,"MSB 1149-2","JAR8873F","JG","GC","07-02-2025",FALSE,64,52,2298,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",2
"1706","MSB:Fish:1150",1939,6,9,"MSB 1150-3","JAR8712F","BP","CW","06-24-2025",FALSE,71,54,4462,"impact","impact_1931-1940",34.906619,-106.685289,"trem.d",0
"1707","MSB:Fish:1150",1939,6,9,"MSB 1150-1","JAR8708F","BP","KL","06-24-2025",NA,63,50,2550,"impact","impact_1931-1940",34.906619,-106.685289,"trem.d",0
"1708","MSB:Fish:1150",1939,6,9,"MSB 1150-2","JAR8714F","JG","CLW","06-24-2025",FALSE,72,61,4536,"impact","impact_1931-1940",34.906619,-106.685289,"trem.d",0
"1709","MSB:Fish:1150",1939,6,9,"MSB 1150-5","JAR8710F","BP","CW","06-24-2025",FALSE,60,49,2576,"impact","impact_1931-1940",34.906619,-106.685289,"trem.d",0
"1710","MSB:Fish:1150",1939,6,9,"MSB 1150-4","JAR8716F","JG","KL","06-24-2025",FALSE,65,53,3213,"impact","impact_1931-1940",34.906619,-106.685289,"trem.d",0
"1711","MSB:Fish:1154",1949,10,21,"MSB 1154-4","JAR8770F","EO","CW","06-30-2025",NA,54,43,1207,"impact","impact_1941-1950",34.929201,-106.681499,"trem.d",0
"1712","MSB:Fish:1154",1949,10,21,"MSB 1154-2","JAR8773F","EO","KL","06-30-2025",FALSE,66,52,2229,"impact","impact_1941-1950",34.929201,-106.681499,"trem.d",0
"1713","MSB:Fish:1154",1949,10,21,"MSB 1154-3","JAR8768","BP","BP","06-30-2025",NA,60,48,1790,"impact","impact_1941-1950",34.929201,-106.681499,"trem.d",2
"1714","MSB:Fish:1154",1949,10,21,"MSB 1154-5","JAR8772F","BP","BP","06-30-2025",FALSE,44,34,644,"impact","impact_1941-1950",34.929201,-106.681499,"trem.d",0
"1715","MSB:Fish:1154",1949,10,21,"MSB 1154-1","JAR8771F","BP","EO GC CW","06-30-2025",NA,65,51,2430,"impact","impact_1941-1950",34.929201,-106.681499,"trem.d",0
